ID,DAY,TIME_OF DAY,EXACT_TIME(H:M),WEATHER,GRID,CORNER,HEIGHT,NO_OF_PERSONS,WINDOWS_OPEN,HUMIDITY,TEMP_CELCIUS
540,3,EVENING,4:54,CLOUDY,D,D2,HIGH,3.0,1,0.5,28.9
541,3,EVENING,4:58,CLOUDY,D,D3,LOW,1.0,1,0.5,27.4
542,3,EVENING,5:01,CLOUDY,D,D3,HIGH,3.0,1,0.46,27.5
543,3,EVENING,4:55,CLOUDY,D,D4,LOW,2.0,1,0.51,27.1
544,3,EVENING,4:53,CLOUDY,D,D4,HIGH,3.0,1,0.45,26.8
545,3,EVENING,5:10,CLOUDY,E,E1,LOW,1.0,1,0.59,26.3
546,3,EVENING,5:00,CLOUDY,E,E1,HIGH,1.0,1,0.52,29.4
547,3,EVENING,4:56,CLOUDY,E,E2,LOW,3.0,1,0.52,27.6
548,3,EVENING,4:53,CLOUDY,E,E2,HIGH,1.0,1,0.6,28.0
549,3,EVENING,4:51,CLOUDY,E,E3,LOW,3.0,1,0.5,27.6
550,3,EVENING,5:01,CLOUDY,E,E3,HIGH,1.0,1,0.55,27.3
551,3,EVENING,5:10,CLOUDY,E,E4,LOW,1.0,1,0.63,27.8
552,3,EVENING,5:02,CLOUDY,E,E4,HIGH,1.0,1,0.58,28.3
553,3,EVENING,4:53,CLOUDY,F,F1,LOW,3.0,1,0.41,28.2
554,3,EVENING,4:51,CLOUDY,F,F1,HIGH,3.0,1,0.46,28.5
555,3,EVENING,4:57,CLOUDY,F,F2,LOW,2.0,1,0.57,27.4
556,3,EVENING,4:57,CLOUDY,F,F2,HIGH,1.0,1,0.55,28.0
557,3,EVENING,4:52,CLOUDY,F,F3,LOW,1.0,1,0.54,28.1
558,3,EVENING,4:51,CLOUDY,F,F3,HIGH,3.0,1,0.55,28.4
559,3,EVENING,4:46,CLOUDY,F,F4,LOW,1.0,1,1.0,27.1
560,3,EVENING,4:52,CLOUDY,F,F4,HIGH,1.0,1,0.5,28.8
561,3,EVENING,5:02,CLOUDY,G,G1,LOW,3.0,4,0.45,28.7
562,3,EVENING,5:01,CLOUDY,G,G1,HIGH,2.0,4,0.52,27.6
563,3,EVENING,5:01,CLOUDY,G,G2,LOW,3.0,4,0.45,27.3
564,3,EVENING,4:56,CLOUDY,G,G2,HIGH,4.0,4,0.57,28.6
565,3,EVENING,4:57,CLOUDY,G,G3,LOW,4.0,4,0.58,27.8
566,3,EVENING,4:57,CLOUDY,G,G3,HIGH,3.0,4,0.53,28.0
567,3,EVENING,5:01,CLOUDY,G,G4,LOW,3.0,4,0.62,27.3
568,3,EVENING,5:10,CLOUDY,G,G4,HIGH,2.0,4,0.54,26.9
569,3,EVENING,4:51,CLOUDY,H,H1,LOW,2.0,4,0.47,28.2
570,3,EVENING,4:57,CLOUDY,H,H1,HIGH,2.0,4,0.48,27.5
571,3,EVENING,5:00,CLOUDY,H,H2,LOW,2.0,4,0.51,28.0
572,3,EVENING,5:00,CLOUDY,H,H2,HIGH,1.0,4,0.47,26.7
573,3,EVENING,4:53,CLOUDY,H,H3,LOW,3.0,4,0.64,28.6
574,3,EVENING,4:56,CLOUDY,H,H3,HIGH,2.0,4,0.58,28.8
575,3,EVENING,4:58,CLOUDY,H,H4,LOW,1.0,4,0.52,29.0
576,3,EVENING,4:52,CLOUDY,H,H4,HIGH,3.0,4,0.54,27.9
577,4,MORNING,8:33,CLEAR,A,A1,LOW,1.0,4,0.67,25.9
578,4,MORNING,8:33,CLEAR,A,A1,HIGH,1.0,4,0.71,24.9
579,4,MORNING,8:33,CLEAR,A,A2,LOW,2.0,4,0.78,26.8
580,4,MORNING,8:32,CLEAR,A,A2,HIGH,1.0,4,0.66,25.8
581,4,MORNING,8:42,CLEAR,A,A3,LOW,3.0,4,0.65,26.6
582,4,MORNING,8:39,CLEAR,A,A3,HIGH,3.0,4,0.7,25.1
583,4,MORNING,8:43,CLEAR,A,A4,LOW,2.0,4,0.72,27.4
584,4,MORNING,8:41,CLEAR,A,A4,HIGH,1.0,4,0.72,26.1
585,4,MORNING,8:41,CLEAR,B,B1,LOW,4.0,4,0.74,26.0
586,4,MORNING,8:44,CLEAR,B,B1,HIGH,4.0,4,0.75,24.7
587,4,MORNING,8:45,CLEAR,B,B2,LOW,3.0,4,0.66,25.3
588,4,MORNING,8:41,CLEAR,B,B2,HIGH,4.0,4,0.74,26.5
589,4,MORNING,8:44,CLEAR,B,B3,LOW,4.0,4,0.73,26.7
590,4,MORNING,8:47,CLEAR,B,B3,HIGH,3.0,4,0.65,25.7
591,4,MORNING,8:39,CLEAR,B,B4,LOW,5.0,4,0.69,27.1
592,4,MORNING,8:43,CLEAR,B,B4,HIGH,3.0,4,0.64,25.1
593,4,MORNING,8:42,CLEAR,C,C1,LOW,4.0,1,0.62,26.3
594,4,MORNING,8:49,CLEAR,C,C1,HIGH,3.0,1,0.68,25.3
595,4,MORNING,8:49,CLEAR,C,C2,LOW,2.0,1,0.65,27.9
596,4,MORNING,8:49,CLEAR,C,C2,HIGH,2.0,1,0.73,27.6
597,4,MORNING,8:50,CLEAR,C,C3,LOW,2.0,1,0.68,25.3
598,4,MORNING,8:53,CLEAR,C,C3,HIGH,4.0,1,0.72,25.2
599,4,MORNING,8:47,CLEAR,C,C4,LOW,2.0,1,0.7,25.4
600,4,MORNING,8:53,CLEAR,C,C4,HIGH,3.0,1,0.83,26.9
601,4,MORNING,8:56,CLEAR,D,D1,LOW,6.0,1,0.65,24.7
602,4,MORNING,8:50,CLEAR,D,D1,HIGH,5.0,1,0.61,25.4
603,4,MORNING,8:53,CLEAR,D,D2,LOW,5.0,1,0.64,26.6
604,4,MORNING,8:58,CLEAR,D,D2,HIGH,5.0,1,0.77,25.7
605,4,MORNING,8:49,CLEAR,D,D3,LOW,6.0,1,0.63,25.7
606,4,MORNING,8:54,CLEAR,D,D3,HIGH,4.0,1,0.7,27.2
607,4,MORNING,8:56,CLEAR,D,D4,LOW,6.0,1,0.72,25.7
608,4,MORNING,8:52,CLEAR,D,D4,HIGH,5.0,1,0.73,26.6
609,4,MORNING,8:53,CLEAR,E,E1,LOW,2.0,1,0.66,24.7
610,4,MORNING,8:57,CLEAR,E,E1,HIGH,3.0,1,0.74,26.7
611,4,MORNING,9:04,CLEAR,E,E2,LOW,4.0,1,0.67,23.8
612,4,MORNING,8:57,CLEAR,E,E2,HIGH,3.0,1,0.76,26.0
613,4,MORNING,9:05,CLEAR,E,E3,LOW,4.0,1,0.71,25.9
614,4,MORNING,8:57,CLEAR,E,E3,HIGH,3.0,1,0.73,26.6
615,4,MORNING,8:59,CLEAR,E,E4,LOW,3.0,1,0.69,25.2
616,4,MORNING,8:57,CLEAR,E,E4,HIGH,4.0,1,0.64,27.3
617,4,MORNING,8:59,CLEAR,F,F1,LOW,7.0,1,0.79,26.5
618,4,MORNING,9:04,CLEAR,F,F1,HIGH,6.0,1,0.82,25.7
619,4,MORNING,9:02,CLEAR,F,F2,LOW,7.0,1,0.75,24.7
620,4,MORNING,9:05,CLEAR,F,F2,HIGH,7.0,1,0.7,25.0
621,4,MORNING,9:05,CLEAR,F,F3,LOW,6.0,1,0.71,26.5
622,4,MORNING,9:01,CLEAR,F,F3,HIGH,7.0,1,0.75,25.5
623,4,MORNING,9:09,CLEAR,F,F4,LOW,5.0,1,0.6,27.3
624,4,MORNING,9:02,CLEAR,F,F4,HIGH,4.0,1,0.68,27.5
625,4,MORNING,9:01,CLEAR,G,G1,LOW,5.0,4,0.66,25.6
626,4,MORNING,9:09,CLEAR,G,G1,HIGH,5.0,4,0.67,25.4
627,4,MORNING,9:00,CLEAR,G,G2,LOW,6.0,4,0.68,25.3
628,4,MORNING,9:04,CLEAR,G,G2,HIGH,4.0,4,0.76,28.3
629,4,MORNING,9:07,CLEAR,G,G3,LOW,5.0,4,0.65,25.8
630,4,MORNING,9:08,CLEAR,G,G3,HIGH,6.0,4,0.79,25.7
631,4,MORNING,9:06,CLEAR,G,G4,LOW,4.0,4,0.69,23.4
632,4,MORNING,9:08,CLEAR,G,G4,HIGH,5.0,4,0.73,25.2
633,4,MORNING,9:12,CLEAR,H,H1,LOW,6.0,4,0.61,27.0
634,4,MORNING,9:13,CLEAR,H,H1,HIGH,5.0,4,0.64,26.5
635,4,MORNING,9:07,CLEAR,H,H2,LOW,4.0,4,0.7,25.6
636,4,MORNING,9:05,CLEAR,H,H2,HIGH,6.0,4,0.78,25.8
637,4,MORNING,9:11,CLEAR,H,H3,LOW,4.0,4,0.68,26.0
638,4,MORNING,9:09,CLEAR,H,H3,HIGH,5.0,4,0.59,25.6
639,4,MORNING,9:09,CLEAR,H,H4,LOW,4.0,4,0.76,25.8
640,4,MORNING,9:05,CLEAR,H,H4,HIGH,4.0,4,0.72,25.3
641,4,AFTERNOON,2:43,SUNNY,A,A1,LOW,4.0,4,0.62,33.7
642,4,AFTERNOON,3:04,SUNNY,A,A1,HIGH,4.0,4,0.62,36.0
643,4,AFTERNOON,2:45,SUNNY,A,A2,LOW,6.0,4,0.52,33.6
644,4,AFTERNOON,2:58,SUNNY,A,A2,HIGH,6.0,4,0.51,34.1
645,4,AFTERNOON,2:44,SUNNY,A,A3,LOW,6.0,4,0.59,34.1
646,4,AFTERNOON,3:07,SUNNY,A,A3,HIGH,6.0,4,0.53,34.3
647,4,AFTERNOON,2:50,SUNNY,A,A4,LOW,6.0,4,0.58,35.9
648,4,AFTERNOON,3:03,SUNNY,A,A4,HIGH,6.0,4,0.52,35.8
649,4,AFTERNOON,2:50,SUNNY,B,B1,LOW,4.0,4,0.67,34.3
650,4,AFTERNOON,3:05,SUNNY,B,B1,HIGH,5.0,4,0.6,36.0
651,4,AFTERNOON,2:39,SUNNY,B,B2,LOW,6.0,4,0.58,33.6
652,4,AFTERNOON,3:01,SUNNY,B,B2,HIGH,5.0,4,0.62,33.9
653,4,AFTERNOON,2:53,SUNNY,B,B3,LOW,4.0,4,0.6,32.4
654,4,AFTERNOON,3:00,SUNNY,B,B3,HIGH,5.0,4,0.59,34.0
655,4,AFTERNOON,2:46,SUNNY,B,B4,LOW,6.0,4,0.59,34.3
656,4,AFTERNOON,2:59,SUNNY,B,B4,HIGH,6.0,4,0.47,35.5
657,4,AFTERNOON,2:44,SUNNY,C,C1,LOW,3.0,1,0.64,33.8
658,4,AFTERNOON,3:02,SUNNY,C,C1,HIGH,3.0,1,0.49,35.7
659,4,AFTERNOON,2:50,SUNNY,C,C2,LOW,2.0,1,0.62,31.5
660,4,AFTERNOON,3:03,SUNNY,C,C2,HIGH,2.0,1,0.57,36.4
661,4,AFTERNOON,2:54,SUNNY,C,C3,LOW,4.0,1,0.7,32.8
662,4,AFTERNOON,3:09,SUNNY,C,C3,HIGH,3.0,1,0.71,34.5
663,4,AFTERNOON,2:47,SUNNY,C,C4,LOW,2.0,1,0.58,34.4
664,4,AFTERNOON,3:02,SUNNY,C,C4,HIGH,4.0,1,0.5,33.9
665,4,AFTERNOON,2:50,SUNNY,D,D1,LOW,4.0,1,0.67,35.3
666,4,AFTERNOON,3:01,SUNNY,D,D1,HIGH,4.0,1,0.59,32.7
667,4,AFTERNOON,2:52,SUNNY,D,D2,LOW,2.0,1,0.59,32.2
668,4,AFTERNOON,3:06,SUNNY,D,D2,HIGH,2.0,1,0.58,34.5
669,4,AFTERNOON,2:51,SUNNY,D,D3,LOW,4.0,1,0.7,33.4
670,4,AFTERNOON,3:11,SUNNY,D,D3,HIGH,2.0,1,0.7,34.6
671,4,AFTERNOON,2:55,SUNNY,D,D4,LOW,4.0,1,0.55,32.3
672,4,AFTERNOON,3:10,SUNNY,D,D4,HIGH,3.0,1,0.56,34.4
673,4,AFTERNOON,2:46,SUNNY,E,E1,LOW,3.0,1,0.54,32.3
674,4,AFTERNOON,3:03,SUNNY,E,E1,HIGH,4.0,1,0.6,33.4
675,4,AFTERNOON,2:52,SUNNY,E,E2,LOW,3.0,1,0.6,30.9
676,4,AFTERNOON,3:04,SUNNY,E,E2,HIGH,3.0,1,0.61,35.4
677,4,AFTERNOON,2:56,SUNNY,E,E3,LOW,3.0,1,0.68,32.9
678,4,AFTERNOON,3:07,SUNNY,E,E3,HIGH,3.0,1,0.48,35.9
679,4,AFTERNOON,2:58,SUNNY,E,E4,LOW,2.0,1,0.61,32.7
680,4,AFTERNOON,3:10,SUNNY,E,E4,HIGH,2.0,1,0.53,34.3
681,4,AFTERNOON,2:58,SUNNY,F,F1,LOW,4.0,1,0.57,34.2
682,4,AFTERNOON,3:09,SUNNY,F,F1,HIGH,3.0,1,0.63,36.3
683,4,AFTERNOON,2:50,SUNNY,F,F2,LOW,2.0,1,0.59,34.6
684,4,AFTERNOON,3:08,SUNNY,F,F2,HIGH,2.0,1,0.65,33.3
685,4,AFTERNOON,2:54,SUNNY,F,F3,LOW,2.0,1,0.58,32.7
686,4,AFTERNOON,3:09,SUNNY,F,F3,HIGH,2.0,1,0.56,33.8
687,4,AFTERNOON,3:02,SUNNY,F,F4,LOW,4.0,1,0.64,35.3
688,4,AFTERNOON,3:07,SUNNY,F,F4,HIGH,2.0,1,0.59,32.4
689,4,AFTERNOON,2:53,SUNNY,G,G1,LOW,5.0,4,0.59,32.6
690,4,AFTERNOON,3:17,SUNNY,G,G1,HIGH,5.0,4,0.65,36.3
691,4,AFTERNOON,3:00,SUNNY,G,G2,LOW,3.0,4,0.64,36.5
692,4,AFTERNOON,3:08,SUNNY,G,G2,HIGH,3.0,4,0.58,34.3
693,4,AFTERNOON,2:55,SUNNY,G,G3,LOW,3.0,4,0.58,32.0
694,4,AFTERNOON,3:10,SUNNY,G,G3,HIGH,3.0,4,0.59,33.8
695,4,AFTERNOON,2:58,SUNNY,G,G4,LOW,4.0,4,0.58,34.2
696,4,AFTERNOON,3:13,SUNNY,G,G4,HIGH,4.0,4,0.55,34.2
697,4,AFTERNOON,2:54,SUNNY,H,H1,LOW,4.0,4,0.59,32.5
698,4,AFTERNOON,3:05,SUNNY,H,H1,HIGH,3.0,4,0.56,33.7
699,4,AFTERNOON,2:58,SUNNY,H,H2,LOW,5.0,4,0.64,33.0
700,4,AFTERNOON,3:12,SUNNY,H,H2,HIGH,4.0,4,0.62,33.6
701,4,AFTERNOON,2:56,SUNNY,H,H3,LOW,3.0,4,0.58,34.0
702,4,AFTERNOON,3:09,SUNNY,H,H3,HIGH,4.0,4,0.44,35.3
703,4,AFTERNOON,2:58,SUNNY,H,H4,LOW,4.0,4,0.59,34.1
704,4,AFTERNOON,3:08,SUNNY,H,H4,HIGH,3.0,4,0.53,33.1
705,4,EVENING,5:03,CLEAR,A,A1,LOW,2.0,4,0.48,32.6
706,4,EVENING,5:05,CLEAR,A,A1,HIGH,2.0,4,0.6,32.0
707,4,EVENING,5:02,CLEAR,A,A2,LOW,2.0,4,0.5,31.2
708,4,EVENING,5:01,CLEAR,A,A2,HIGH,3.0,4,0.61,34.7
709,4,EVENING,4:54,CLEAR,A,A3,LOW,3.0,4,0.61,32.2
710,4,EVENING,4:53,CLEAR,A,A3,HIGH,2.0,4,0.49,32.6
711,4,EVENING,4:59,CLEAR,A,A4,LOW,2.0,4,0.5,31.8
712,4,EVENING,5:04,CLEAR,A,A4,HIGH,2.0,4,0.53,34.0
713,4,EVENING,4:46,CLEAR,B,B1,LOW,2.0,4,0.46,33.0
714,4,EVENING,4:52,CLEAR,B,B1,HIGH,3.0,4,0.5,33.4
715,4,EVENING,4:56,CLEAR,B,B2,LOW,4.0,4,0.43,32.0
716,4,EVENING,4:59,CLEAR,B,B2,HIGH,3.0,4,0.62,31.2
717,4,EVENING,4:58,CLEAR,B,B3,LOW,4.0,4,0.56,31.7
718,4,EVENING,4:58,CLEAR,B,B3,HIGH,3.0,4,0.55,30.4
719,4,EVENING,4:54,CLEAR,B,B4,LOW,3.0,4,0.62,34.0
720,4,EVENING,4:53,CLEAR,B,B4,HIGH,3.0,4,0.47,31.1
721,4,EVENING,5:07,CLEAR,C,C1,LOW,3.0,1,0.56,31.2
722,4,EVENING,5:07,CLEAR,C,C1,HIGH,3.0,1,0.62,31.4
723,4,EVENING,4:55,CLEAR,C,C2,LOW,3.0,1,0.55,30.6
724,4,EVENING,5:00,CLEAR,C,C2,HIGH,1.0,1,0.65,33.1
725,4,EVENING,4:57,CLEAR,C,C3,LOW,1.0,1,0.58,31.8
726,4,EVENING,4:59,CLEAR,C,C3,HIGH,2.0,1,0.58,31.2
727,4,EVENING,5:01,CLEAR,C,C4,LOW,3.0,1,0.48,33.3
728,4,EVENING,5:10,CLEAR,C,C4,HIGH,2.0,1,0.54,30.7
729,4,EVENING,4:45,CLEAR,D,D1,LOW,3.0,1,0.48,32.4
730,4,EVENING,4:49,CLEAR,D,D1,HIGH,2.0,1,0.49,32.2
731,4,EVENING,5:01,CLEAR,D,D2,LOW,3.0,1,0.57,32.0
732,4,EVENING,4:59,CLEAR,D,D2,HIGH,1.0,1,0.62,33.4
733,4,EVENING,4:54,CLEAR,D,D3,LOW,2.0,1,0.56,31.2
734,4,EVENING,4:54,CLEAR,D,D3,HIGH,1.0,1,0.53,30.7
735,4,EVENING,4:48,CLEAR,D,D4,LOW,1.0,1,0.46,31.0
736,4,EVENING,4:51,CLEAR,D,D4,HIGH,2.0,1,0.52,31.6
737,4,EVENING,5:08,CLEAR,E,E1,LOW,3.0,1,0.57,32.7
738,4,EVENING,5:08,CLEAR,E,E1,HIGH,1.0,1,0.58,31.4
739,4,EVENING,5:00,CLEAR,E,E2,LOW,1.0,1,0.51,33.6
740,4,EVENING,4:53,CLEAR,E,E2,HIGH,1.0,1,0.52,32.6
741,4,EVENING,5:01,CLEAR,E,E3,LOW,1.0,1,0.63,30.4
742,4,EVENING,4:51,CLEAR,E,E3,HIGH,1.0,1,0.56,32.4
743,4,EVENING,5:11,CLEAR,E,E4,LOW,3.0,1,0.51,31.3
744,4,EVENING,5:08,CLEAR,E,E4,HIGH,3.0,1,0.54,31.7
745,4,EVENING,4:46,CLEAR,F,F1,LOW,3.0,1,0.56,30.7
746,4,EVENING,4:49,CLEAR,F,F1,HIGH,2.0,1,0.41,32.1
747,4,EVENING,4:55,CLEAR,F,F2,LOW,3.0,1,0.51,33.4
748,4,EVENING,4:55,CLEAR,F,F2,HIGH,2.0,1,0.55,32.3
749,4,EVENING,4:59,CLEAR,F,F3,LOW,3.0,1,0.57,32.3
750,4,EVENING,5:01,CLEAR,F,F3,HIGH,3.0,1,0.52,30.9
751,4,EVENING,4:51,CLEAR,F,F4,LOW,2.0,1,1.0,33.1
752,4,EVENING,4:50,CLEAR,F,F4,HIGH,3.0,1,0.56,31.9
753,4,EVENING,5:08,CLEAR,G,G1,LOW,3.0,4,0.52,32.4
754,4,EVENING,5:09,CLEAR,G,G1,HIGH,4.0,4,0.57,32.5
755,4,EVENING,4:57,CLEAR,G,G2,LOW,3.0,4,0.48,33.1
756,4,EVENING,4:57,CLEAR,G,G2,HIGH,2.0,4,0.57,31.6
757,4,EVENING,4:56,CLEAR,G,G3,LOW,3.0,4,0.43,32.5
758,4,EVENING,5:00,CLEAR,G,G3,HIGH,2.0,4,0.49,30.9
759,4,EVENING,5:09,CLEAR,G,G4,LOW,4.0,4,0.59,33.7
760,4,EVENING,5:10,CLEAR,G,G4,HIGH,4.0,4,0.6,34.3
761,4,EVENING,4:46,CLEAR,H,H1,LOW,2.0,4,0.45,31.5
762,4,EVENING,4:49,CLEAR,H,H1,HIGH,1.0,4,0.55,32.0
763,4,EVENING,4:54,CLEAR,H,H2,LOW,1.0,4,0.48,32.2
764,4,EVENING,4:59,CLEAR,H,H2,HIGH,1.0,4,0.48,31.9
765,4,EVENING,4:51,CLEAR,H,H3,LOW,2.0,4,0.5,31.6
766,4,EVENING,4:54,CLEAR,H,H3,HIGH,3.0,4,0.61,31.7
767,4,EVENING,4:50,CLEAR,H,H4,LOW,3.0,4,0.48,32.0
768,4,EVENING,4:53,CLEAR,H,H4,HIGH,1.0,4,0.52,30.3
769,5,MORNING,8:38,CLOUDY,A,A1,LOW,1.0,4,0.71,22.8
770,5,MORNING,8:35,CLOUDY,A,A1,HIGH,1.0,4,0.8,24.2
771,5,MORNING,8:33,CLOUDY,A,A2,LOW,2.0,4,0.63,23.9
772,5,MORNING,8:34,CLOUDY,A,A2,HIGH,1.0,4,0.83,23.4
773,5,MORNING,8:37,CLOUDY,A,A3,LOW,1.0,4,0.75,23.5
774,5,MORNING,8:33,CLOUDY,A,A3,HIGH,2.0,4,0.66,23.9
775,5,MORNING,8:42,CLOUDY,A,A4,LOW,1.0,4,0.68,24.7
776,5,MORNING,8:34,CLOUDY,A,A4,HIGH,1.0,4,0.71,22.3
777,5,MORNING,8:43,CLOUDY,B,B1,LOW,5.0,4,0.84,24.0
778,5,MORNING,8:38,CLOUDY,B,B1,HIGH,5.0,4,0.71,23.5
779,5,MORNING,8:36,CLOUDY,B,B2,LOW,5.0,4,0.76,23.9
780,5,MORNING,8:41,CLOUDY,B,B2,HIGH,3.0,4,0.63,24.7
781,5,MORNING,8:47,CLOUDY,B,B3,LOW,5.0,4,0.74,24.4
782,5,MORNING,8:38,CLOUDY,B,B3,HIGH,5.0,4,0.69,24.5
783,5,MORNING,8:42,CLOUDY,B,B4,LOW,4.0,4,0.72,24.9
784,5,MORNING,8:43,CLOUDY,B,B4,HIGH,5.0,4,0.73,25.8
785,5,MORNING,8:40,CLOUDY,C,C1,LOW,2.0,1,0.62,23.3
786,5,MORNING,8:49,CLOUDY,C,C1,HIGH,4.0,1,0.79,23.1
787,5,MORNING,8:52,CLOUDY,C,C2,LOW,3.0,1,0.69,24.7
788,5,MORNING,8:44,CLOUDY,C,C2,HIGH,4.0,1,0.71,24.6
789,5,MORNING,8:46,CLOUDY,C,C3,LOW,3.0,1,0.74,23.4
790,5,MORNING,8:52,CLOUDY,C,C3,HIGH,3.0,1,0.72,23.8
791,5,MORNING,8:48,CLOUDY,C,C4,LOW,4.0,1,0.82,23.6
792,5,MORNING,8:55,CLOUDY,C,C4,HIGH,2.0,1,0.76,23.2
793,5,MORNING,8:55,CLOUDY,D,D1,LOW,6.0,1,0.77,23.7
794,5,MORNING,8:51,CLOUDY,D,D1,HIGH,6.0,1,0.71,23.4
795,5,MORNING,8:53,CLOUDY,D,D2,LOW,5.0,1,0.62,24.4
796,5,MORNING,8:51,CLOUDY,D,D2,HIGH,6.0,1,0.62,23.4
797,5,MORNING,8:58,CLOUDY,D,D3,LOW,6.0,1,0.76,24.6
798,5,MORNING,8:50,CLOUDY,D,D3,HIGH,6.0,1,0.64,24.0
799,5,MORNING,8:57,CLOUDY,D,D4,LOW,5.0,1,0.69,24.6
800,5,MORNING,8:55,CLOUDY,D,D4,HIGH,7.0,1,0.7,23.9
801,5,MORNING,8:54,CLOUDY,E,E1,LOW,4.0,1,0.76,23.6
802,5,MORNING,9:03,CLOUDY,E,E1,HIGH,2.0,1,0.8,24.1
803,5,MORNING,9:01,CLOUDY,E,E2,LOW,3.0,1,0.82,23.6
804,5,MORNING,8:55,CLOUDY,E,E2,HIGH,2.0,1,0.66,24.1
805,5,MORNING,9:04,CLOUDY,E,E3,LOW,4.0,1,0.62,22.8
806,5,MORNING,9:00,CLOUDY,E,E3,HIGH,4.0,1,0.7,23.1
807,5,MORNING,9:05,CLOUDY,E,E4,LOW,2.0,1,0.68,24.9
808,5,MORNING,9:00,CLOUDY,E,E4,HIGH,4.0,1,0.7,24.7
809,5,MORNING,9:04,CLOUDY,F,F1,LOW,6.0,1,0.75,23.4
810,5,MORNING,8:59,CLOUDY,F,F1,HIGH,6.0,1,0.62,23.1
