ID,DAY,TIME_OF DAY,EXACT_TIME(H:M),WEATHER,GRID,CORNER,HEIGHT,NO_OF_PERSONS,WINDOWS_OPEN,HUMIDITY,TEMP_CELCIUS
1078,6,AFTERNOON,3:12,SUNNY,G,G3,HIGH,3.0,4,0.59,32.7
1079,6,AFTERNOON,3:00,SUNNY,G,G4,LOW,4.0,4,0.65,34.7
1080,6,AFTERNOON,3:08,SUNNY,G,G4,HIGH,4.0,4,0.58,36.0
1081,6,AFTERNOON,3:01,SUNNY,H,H1,LOW,5.0,4,0.62,34.7
1082,6,AFTERNOON,3:07,SUNNY,H,H1,HIGH,5.0,4,0.59,34.2
1083,6,AFTERNOON,2:53,SUNNY,H,H2,LOW,3.0,4,0.62,35.6
1084,6,AFTERNOON,3:08,SUNNY,H,H2,HIGH,4.0,4,0.54,34.4
1085,6,AFTERNOON,3:01,SUNNY,H,H3,LOW,4.0,4,0.59,34.3
1086,6,AFTERNOON,3:15,SUNNY,H,H3,HIGH,4.0,4,0.57,35.1
1087,6,AFTERNOON,2:58,SUNNY,H,H4,LOW,4.0,4,0.52,34.9
1088,6,AFTERNOON,3:12,SUNNY,H,H4,HIGH,5.0,4,0.49,36.2
1089,6,EVENING,5:01,CLOUDY,A,A1,LOW,4.0,4,0.53,27.7
1090,6,EVENING,5:02,CLOUDY,A,A1,HIGH,3.0,4,0.62,29.3
1091,6,EVENING,5:02,CLOUDY,A,A2,LOW,4.0,4,0.51,27.8
1092,6,EVENING,5:01,CLOUDY,A,A2,HIGH,2.0,4,0.6,28.3
1093,6,EVENING,4:55,CLOUDY,A,A3,LOW,3.0,4,0.51,27.9
1094,6,EVENING,5:02,CLOUDY,A,A3,HIGH,3.0,4,0.53,28.0
1095,6,EVENING,5:05,CLOUDY,A,A4,LOW,3.0,4,0.54,27.4
1096,6,EVENING,5:02,CLOUDY,A,A4,HIGH,4.0,4,0.53,27.6
1097,6,EVENING,4:51,CLOUDY,B,B1,LOW,2.0,4,0.48,27.7
1098,6,EVENING,4:51,CLOUDY,B,B1,HIGH,2.0,4,0.44,27.2
1099,6,EVENING,4:57,CLOUDY,B,B2,LOW,2.0,4,0.58,29.2
1100,6,EVENING,4:59,CLOUDY,B,B2,HIGH,3.0,4,0.52,28.8
1101,6,EVENING,5:00,CLOUDY,B,B3,LOW,4.0,4,0.53,28.8
1102,6,EVENING,5:02,CLOUDY,B,B3,HIGH,2.0,4,0.51,28.8
1103,6,EVENING,4:46,CLOUDY,B,B4,LOW,2.0,4,0.5,27.1
1104,6,EVENING,4:47,CLOUDY,B,B4,HIGH,4.0,4,0.54,27.2
1105,6,EVENING,5:06,CLOUDY,C,C1,LOW,2.0,1,0.55,26.9
1106,6,EVENING,5:07,CLOUDY,C,C1,HIGH,3.0,1,0.64,28.5
1107,6,EVENING,4:59,CLOUDY,C,C2,LOW,1.0,1,0.53,28.8
1108,6,EVENING,4:59,CLOUDY,C,C2,HIGH,3.0,1,0.64,27.8
1109,6,EVENING,4:58,CLOUDY,C,C3,LOW,1.0,1,0.63,28.1
1110,6,EVENING,5:01,CLOUDY,C,C3,HIGH,2.0,1,0.5,28.5
1111,6,EVENING,5:06,CLOUDY,C,C4,LOW,1.0,1,0.52,28.8
1112,6,EVENING,5:05,CLOUDY,C,C4,HIGH,1.0,1,0.49,27.4
1113,6,EVENING,4:50,CLOUDY,D,D1,LOW,2.0,1,0.54,28.7
1114,6,EVENING,4:51,CLOUDY,D,D1,HIGH,3.0,1,0.47,28.2
1115,6,EVENING,4:55,CLOUDY,D,D2,LOW,2.0,1,0.5,27.8
1116,6,EVENING,4:53,CLOUDY,D,D2,HIGH,3.0,1,0.58,28.4
1117,6,EVENING,4:54,CLOUDY,D,D3,LOW,1.0,1,0.66,29.8
1118,6,EVENING,4:57,CLOUDY,D,D3,HIGH,1.0,1,0.63,29.3
1119,6,EVENING,4:46,CLOUDY,D,D4,LOW,1.0,1,0.48,27.3
1120,6,EVENING,4:46,CLOUDY,D,D4,HIGH,3.0,1,0.48,27.3
1121,6,EVENING,5:07,CLOUDY,E,E1,LOW,2.0,1,0.6,28.1
1122,6,EVENING,5:10,CLOUDY,E,E1,HIGH,1.0,1,0.43,26.3
1123,6,EVENING,4:59,CLOUDY,E,E2,LOW,1.0,1,0.54,27.0
1124,6,EVENING,4:53,CLOUDY,E,E2,HIGH,3.0,1,0.53,29.1
1125,6,EVENING,4:52,CLOUDY,E,E3,LOW,1.0,1,0.59,28.6
1126,6,EVENING,4:57,CLOUDY,E,E3,HIGH,1.0,1,0.66,28.2
1127,6,EVENING,5:09,CLOUDY,E,E4,LOW,2.0,1,0.51,28.3
1128,6,EVENING,5:04,CLOUDY,E,E4,HIGH,2.0,1,0.43,29.4
1129,6,EVENING,4:51,CLOUDY,F,F1,LOW,3.0,1,0.44,27.8
1130,6,EVENING,4:46,CLOUDY,F,F1,HIGH,1.0,1,0.52,27.3
1131,6,EVENING,4:58,CLOUDY,F,F2,LOW,3.0,1,0.52,27.1
1132,6,EVENING,4:59,CLOUDY,F,F2,HIGH,2.0,1,0.63,27.5
1133,6,EVENING,5:01,CLOUDY,F,F3,LOW,3.0,1,0.49,28.6
1134,6,EVENING,4:55,CLOUDY,F,F3,HIGH,1.0,1,0.47,27.2
1135,6,EVENING,4:48,CLOUDY,F,F4,LOW,2.0,1,1.0,27.6
1136,6,EVENING,4:50,CLOUDY,F,F4,HIGH,3.0,1,0.54,27.0
1137,6,EVENING,5:02,CLOUDY,G,G1,LOW,4.0,4,0.54,27.7
1138,6,EVENING,5:11,CLOUDY,G,G1,HIGH,2.0,4,0.48,28.4
1139,6,EVENING,4:52,CLOUDY,G,G2,LOW,3.0,4,0.49,28.8
1140,6,EVENING,5:01,CLOUDY,G,G2,HIGH,3.0,4,0.64,27.6
1141,6,EVENING,4:49,CLOUDY,G,G3,LOW,2.0,4,0.48,26.5
1142,6,EVENING,4:52,CLOUDY,G,G3,HIGH,3.0,4,0.5,27.7
1143,6,EVENING,5:08,CLOUDY,G,G4,LOW,4.0,4,0.54,28.2
1144,6,EVENING,5:09,CLOUDY,G,G4,HIGH,3.0,4,0.52,28.2
1145,6,EVENING,4:54,CLOUDY,H,H1,LOW,3.0,4,0.45,28.0
1146,6,EVENING,4:53,CLOUDY,H,H1,HIGH,2.0,4,0.6,28.6
1147,6,EVENING,4:58,CLOUDY,H,H2,LOW,2.0,4,0.5,27.3
1148,6,EVENING,4:53,CLOUDY,H,H2,HIGH,2.0,4,0.6,27.9
1149,6,EVENING,4:58,CLOUDY,H,H3,LOW,3.0,4,0.57,27.8
1150,6,EVENING,4:53,CLOUDY,H,H3,HIGH,3.0,4,0.49,27.1
1151,6,EVENING,4:48,CLOUDY,H,H4,LOW,2.0,4,0.5,27.6
1152,6,EVENING,4:57,CLOUDY,H,H4,HIGH,1.0,4,0.59,27.8
1153,7,MORNING,8:35,CLEAR,A,A1,LOW,1.0,4,0.75,27.7
1154,7,MORNING,8:35,CLEAR,A,A1,HIGH,1.0,4,0.66,25.9
1155,7,MORNING,8:34,CLEAR,A,A2,LOW,3.0,4,0.64,25.8
1156,7,MORNING,8:40,CLEAR,A,A2,HIGH,2.0,4,0.76,26.1
1157,7,MORNING,8:38,CLEAR,A,A3,LOW,3.0,4,0.8,26.8
1158,7,MORNING,8:35,CLEAR,A,A3,HIGH,2.0,4,0.72,26.1
1159,7,MORNING,8:41,CLEAR,A,A4,LOW,3.0,4,0.75,25.3
1160,7,MORNING,8:43,CLEAR,A,A4,HIGH,1.0,4,0.69,25.4
1161,7,MORNING,8:45,CLEAR,B,B1,LOW,3.0,4,0.67,26.4
1162,7,MORNING,8:46,CLEAR,B,B1,HIGH,4.0,4,0.75,28.1
1163,7,MORNING,8:42,CLEAR,B,B2,LOW,4.0,4,0.75,26.8
1164,7,MORNING,8:42,CLEAR,B,B2,HIGH,4.0,4,0.68,26.8
1165,7,MORNING,8:39,CLEAR,B,B3,LOW,5.0,4,0.62,26.1
1166,7,MORNING,8:42,CLEAR,B,B3,HIGH,5.0,4,0.66,26.2
1167,7,MORNING,8:48,CLEAR,B,B4,LOW,4.0,4,0.7,26.4
1168,7,MORNING,8:44,CLEAR,B,B4,HIGH,4.0,4,0.68,26.2
1169,7,MORNING,8:40,CLEAR,C,C1,LOW,2.0,1,0.64,26.2
1170,7,MORNING,8:46,CLEAR,C,C1,HIGH,2.0,1,0.73,25.8
1171,7,MORNING,8:45,CLEAR,C,C2,LOW,3.0,1,0.66,25.7
1172,7,MORNING,8:48,CLEAR,C,C2,HIGH,2.0,1,0.66,23.8
1173,7,MORNING,8:48,CLEAR,C,C3,LOW,4.0,1,0.73,25.2
1174,7,MORNING,8:46,CLEAR,C,C3,HIGH,3.0,1,0.71,26.4
1175,7,MORNING,8:51,CLEAR,C,C4,LOW,3.0,1,0.75,27.5
1176,7,MORNING,8:49,CLEAR,C,C4,HIGH,2.0,1,0.71,25.2
1177,7,MORNING,8:49,CLEAR,D,D1,LOW,6.0,1,0.73,26.5
1178,7,MORNING,8:48,CLEAR,D,D1,HIGH,6.0,1,0.75,24.0
1179,7,MORNING,8:57,CLEAR,D,D2,LOW,4.0,1,0.74,25.9
1180,7,MORNING,8:50,CLEAR,D,D2,HIGH,4.0,1,0.79,25.6
1181,7,MORNING,8:54,CLEAR,D,D3,LOW,5.0,1,0.59,26.3
1182,7,MORNING,8:53,CLEAR,D,D3,HIGH,6.0,1,0.68,25.5
1183,7,MORNING,8:52,CLEAR,D,D4,LOW,7.0,1,0.7,25.4
1184,7,MORNING,9:02,CLEAR,D,D4,HIGH,7.0,1,0.71,26.7
1185,7,MORNING,9:00,CLEAR,E,E1,LOW,4.0,1,0.69,25.4
1186,7,MORNING,8:54,CLEAR,E,E1,HIGH,2.0,1,0.72,27.3
1187,7,MORNING,8:55,CLEAR,E,E2,LOW,4.0,1,0.75,26.8
1188,7,MORNING,8:59,CLEAR,E,E2,HIGH,3.0,1,0.7,25.7
1189,7,MORNING,9:01,CLEAR,E,E3,LOW,3.0,1,0.74,25.5
1190,7,MORNING,9:02,CLEAR,E,E3,HIGH,3.0,1,0.6,26.1
1191,7,MORNING,8:59,CLEAR,E,E4,LOW,3.0,1,0.69,25.9
1192,7,MORNING,8:58,CLEAR,E,E4,HIGH,3.0,1,0.69,26.4
1193,7,MORNING,9:04,CLEAR,F,F1,LOW,8.0,1,0.81,24.8
1194,7,MORNING,9:01,CLEAR,F,F1,HIGH,8.0,1,0.69,26.6
1195,7,MORNING,9:03,CLEAR,F,F2,LOW,8.0,1,0.82,25.8
1196,7,MORNING,9:05,CLEAR,F,F2,HIGH,8.0,1,0.6,24.6
1197,7,MORNING,9:08,CLEAR,F,F3,LOW,6.0,1,0.7,26.9
1198,7,MORNING,9:01,CLEAR,F,F3,HIGH,8.0,1,0.65,25.7
1199,7,MORNING,9:06,CLEAR,F,F4,LOW,6.0,1,0.7,26.3
1200,7,MORNING,9:08,CLEAR,F,F4,HIGH,5.0,1,0.65,25.8
1201,7,MORNING,9:08,CLEAR,G,G1,LOW,4.0,4,0.74,27.7
1202,7,MORNING,9:02,CLEAR,G,G1,HIGH,5.0,4,0.69,25.5
1203,7,MORNING,9:01,CLEAR,G,G2,LOW,4.0,4,0.69,25.9
1204,7,MORNING,9:11,CLEAR,G,G2,HIGH,4.0,4,0.71,27.0
1205,7,MORNING,9:10,CLEAR,G,G3,LOW,4.0,4,0.71,26.0
1206,7,MORNING,9:11,CLEAR,G,G3,HIGH,6.0,4,0.85,27.3
1207,7,MORNING,9:09,CLEAR,G,G4,LOW,6.0,4,0.72,24.9
1208,7,MORNING,9:10,CLEAR,G,G4,HIGH,4.0,4,0.71,26.5
1209,7,MORNING,9:03,CLEAR,H,H1,LOW,4.0,4,0.62,26.9
1210,7,MORNING,9:10,CLEAR,H,H1,HIGH,5.0,4,0.55,25.6
1211,7,MORNING,9:05,CLEAR,H,H2,LOW,6.0,4,0.74,23.6
1212,7,MORNING,9:07,CLEAR,H,H2,HIGH,4.0,4,0.79,26.3
1213,7,MORNING,9:15,CLEAR,H,H3,LOW,6.0,4,0.73,25.8
1214,7,MORNING,9:11,CLEAR,H,H3,HIGH,6.0,4,0.65,24.2
1215,7,MORNING,9:07,CLEAR,H,H4,LOW,4.0,4,0.71,27.2
1216,7,MORNING,9:07,CLEAR,H,H4,HIGH,6.0,4,0.68,26.7
1217,7,AFTERNOON,2:40,SUNNY,A,A1,LOW,4.0,4,0.54,32.1
1218,7,AFTERNOON,3:00,SUNNY,A,A1,HIGH,4.0,4,0.6,31.9
1219,7,AFTERNOON,2:43,SUNNY,A,A2,LOW,6.0,4,0.58,34.5
1220,7,AFTERNOON,3:01,SUNNY,A,A2,HIGH,5.0,4,0.51,33.5
1221,7,AFTERNOON,2:54,SUNNY,A,A3,LOW,4.0,4,0.61,29.6
1222,7,AFTERNOON,3:02,SUNNY,A,A3,HIGH,6.0,4,0.53,32.4
1223,7,AFTERNOON,2:45,SUNNY,A,A4,LOW,4.0,4,0.73,34.2
1224,7,AFTERNOON,3:04,SUNNY,A,A4,HIGH,5.0,4,0.47,30.9
1225,7,AFTERNOON,2:42,SUNNY,B,B1,LOW,4.0,4,0.72,34.0
1226,7,AFTERNOON,3:04,SUNNY,B,B1,HIGH,4.0,4,0.49,33.2
1227,7,AFTERNOON,2:48,SUNNY,B,B2,LOW,6.0,4,0.61,32.7
1228,7,AFTERNOON,2:59,SUNNY,B,B2,HIGH,6.0,4,0.53,29.1
1229,7,AFTERNOON,2:44,SUNNY,B,B3,LOW,6.0,4,0.63,32.9
1230,7,AFTERNOON,3:00,SUNNY,B,B3,HIGH,5.0,4,0.6,34.7
1231,7,AFTERNOON,2:47,SUNNY,B,B4,LOW,5.0,4,0.66,33.9
1232,7,AFTERNOON,2:52,SUNNY,B,B4,HIGH,4.0,4,0.64,36.0
1233,7,AFTERNOON,2:47,SUNNY,C,C1,LOW,3.0,1,0.63,32.5
1234,7,AFTERNOON,3:03,SUNNY,C,C1,HIGH,3.0,1,0.54,30.8
1235,7,AFTERNOON,2:45,SUNNY,C,C2,LOW,2.0,1,0.58,34.0
1236,7,AFTERNOON,3:07,SUNNY,C,C2,HIGH,3.0,1,0.55,35.8
1237,7,AFTERNOON,2:49,SUNNY,C,C3,LOW,2.0,1,0.7,35.4
1238,7,AFTERNOON,3:06,SUNNY,C,C3,HIGH,4.0,1,0.68,34.8
1239,7,AFTERNOON,2:47,SUNNY,C,C4,LOW,2.0,1,0.63,35.9
1240,7,AFTERNOON,3:04,SUNNY,C,C4,HIGH,2.0,1,0.56,33.7
1241,7,AFTERNOON,2:49,SUNNY,D,D1,LOW,3.0,1,0.64,33.5
1242,7,AFTERNOON,3:08,SUNNY,D,D1,HIGH,3.0,1,0.6,32.9
1243,7,AFTERNOON,2:47,SUNNY,D,D2,LOW,3.0,1,0.7,34.4
1244,7,AFTERNOON,3:02,SUNNY,D,D2,HIGH,2.0,1,0.59,33.3
1245,7,AFTERNOON,2:51,SUNNY,D,D3,LOW,3.0,1,0.56,34.8
1246,7,AFTERNOON,3:11,SUNNY,D,D3,HIGH,4.0,1,0.61,34.8
1247,7,AFTERNOON,2:51,SUNNY,D,D4,LOW,3.0,1,0.55,33.9
1248,7,AFTERNOON,3:02,SUNNY,D,D4,HIGH,2.0,1,0.56,33.6
1249,7,AFTERNOON,2:46,SUNNY,E,E1,LOW,2.0,1,0.61,29.2
1250,7,AFTERNOON,3:05,SUNNY,E,E1,HIGH,2.0,1,0.57,35.2
1251,7,AFTERNOON,2:58,SUNNY,E,E2,LOW,3.0,1,0.59,36.0
1252,7,AFTERNOON,3:03,SUNNY,E,E2,HIGH,3.0,1,0.6,33.5
1253,7,AFTERNOON,2:59,SUNNY,E,E3,LOW,2.0,1,0.6,34.8
1254,7,AFTERNOON,3:11,SUNNY,E,E3,HIGH,2.0,1,0.56,32.7
1255,7,AFTERNOON,2:55,SUNNY,E,E4,LOW,3.0,1,0.52,36.3
1256,7,AFTERNOON,3:15,SUNNY,E,E4,HIGH,4.0,1,0.5,33.9
1257,7,AFTERNOON,2:59,SUNNY,F,F1,LOW,4.0,1,0.58,34.4
1258,7,AFTERNOON,3:07,SUNNY,F,F1,HIGH,3.0,1,0.45,33.4
1259,7,AFTERNOON,2:52,SUNNY,F,F2,LOW,4.0,1,0.63,31.0
1260,7,AFTERNOON,3:04,SUNNY,F,F2,HIGH,3.0,1,0.7,35.2
1261,7,AFTERNOON,2:52,SUNNY,F,F3,LOW,4.0,1,0.64,35.8
1262,7,AFTERNOON,3:06,SUNNY,F,F3,HIGH,2.0,1,0.6,33.1
1263,7,AFTERNOON,2:54,SUNNY,F,F4,LOW,3.0,1,0.63,35.6
1264,7,AFTERNOON,3:10,SUNNY,F,F4,HIGH,3.0,1,0.57,31.1
1265,7,AFTERNOON,2:55,SUNNY,G,G1,LOW,5.0,4,0.59,33.6
1266,7,AFTERNOON,3:16,SUNNY,G,G1,HIGH,4.0,4,0.56,32.5
1267,7,AFTERNOON,3:02,SUNNY,G,G2,LOW,3.0,4,0.56,34.1
1268,7,AFTERNOON,3:05,SUNNY,G,G2,HIGH,5.0,4,0.56,34.7
1269,7,AFTERNOON,2:59,SUNNY,G,G3,LOW,4.0,4,0.61,33.8
1270,7,AFTERNOON,3:16,SUNNY,G,G3,HIGH,4.0,4,0.47,34.3
1271,7,AFTERNOON,3:00,SUNNY,G,G4,LOW,4.0,4,0.68,35.6
1272,7,AFTERNOON,3:07,SUNNY,G,G4,HIGH,5.0,4,0.57,35.9
1273,7,AFTERNOON,2:56,SUNNY,H,H1,LOW,5.0,4,0.67,32.0
1274,7,AFTERNOON,3:05,SUNNY,H,H1,HIGH,3.0,4,0.62,35.1
1275,7,AFTERNOON,3:02,SUNNY,H,H2,LOW,5.0,4,0.58,33.8
1276,7,AFTERNOON,3:11,SUNNY,H,H2,HIGH,3.0,4,0.51,35.8
1277,7,AFTERNOON,2:56,SUNNY,H,H3,LOW,5.0,4,0.62,34.7
1278,7,AFTERNOON,3:15,SUNNY,H,H3,HIGH,5.0,4,0.6,30.8
1279,7,AFTERNOON,2:58,SUNNY,H,H4,LOW,4.0,4,0.6,34.1
1280,7,AFTERNOON,3:11,SUNNY,H,H4,HIGH,3.0,4,0.53,33.3
1281,7,EVENING,4:58,CLEAR,A,A1,LOW,3.0,4,0.56,31.0
1282,7,EVENING,4:58,CLEAR,A,A1,HIGH,4.0,4,0.48,31.3
1283,7,EVENING,5:01,CLEAR,A,A2,LOW,2.0,4,0.45,30.6
1284,7,EVENING,4:59,CLEAR,A,A2,HIGH,3.0,4,0.53,32.2
1285,7,EVENING,4:59,CLEAR,A,A3,LOW,2.0,4,0.55,32.5
1286,7,EVENING,4:54,CLEAR,A,A3,HIGH,2.0,4,0.56,30.8
1287,7,EVENING,5:04,CLEAR,A,A4,LOW,2.0,4,0.51,31.5
1288,7,EVENING,5:00,CLEAR,A,A4,HIGH,2.0,4,0.63,32.9
1289,7,EVENING,4:47,CLEAR,B,B1,LOW,2.0,4,0.49,31.6
1290,7,EVENING,4:47,CLEAR,B,B1,HIGH,2.0,4,0.47,31.0
1291,7,EVENING,4:57,CLEAR,B,B2,LOW,4.0,4,0.58,33.7
1292,7,EVENING,5:03,CLEAR,B,B2,HIGH,3.0,4,0.61,32.2
1293,7,EVENING,4:56,CLEAR,B,B3,LOW,2.0,4,0.57,33.5
1294,7,EVENING,4:56,CLEAR,B,B3,HIGH,3.0,4,0.56,31.2
1295,7,EVENING,4:48,CLEAR,B,B4,LOW,3.0,4,0.48,31.4
1296,7,EVENING,4:46,CLEAR,B,B4,HIGH,4.0,4,0.56,31.2
1297,7,EVENING,5:05,CLEAR,C,C1,LOW,2.0,1,0.43,31.0
1298,7,EVENING,5:03,CLEAR,C,C1,HIGH,2.0,1,0.54,34.0
1299,7,EVENING,4:57,CLEAR,C,C2,LOW,2.0,1,0.46,33.2
1300,7,EVENING,4:58,CLEAR,C,C2,HIGH,1.0,1,0.46,32.9
1301,7,EVENING,4:52,CLEAR,C,C3,LOW,3.0,1,0.51,31.9
1302,7,EVENING,4:54,CLEAR,C,C3,HIGH,3.0,1,0.55,32.8
1303,7,EVENING,5:04,CLEAR,C,C4,LOW,2.0,1,0.53,31.9
1304,7,EVENING,5:09,CLEAR,C,C4,HIGH,3.0,1,0.56,33.2
1305,7,EVENING,4:45,CLEAR,D,D1,LOW,2.0,1,0.54,33.4
1306,7,EVENING,4:51,CLEAR,D,D1,HIGH,2.0,1,0.55,33.3
1307,7,EVENING,4:59,CLEAR,D,D2,LOW,3.0,1,0.54,32.6
1308,7,EVENING,4:55,CLEAR,D,D2,HIGH,3.0,1,0.54,32.0
1309,7,EVENING,4:56,CLEAR,D,D3,LOW,1.0,1,0.61,32.6
1310,7,EVENING,5:02,CLEAR,D,D3,HIGH,2.0,1,0.45,32.7
1311,7,EVENING,4:52,CLEAR,D,D4,LOW,1.0,1,0.48,32.8
1312,7,EVENING,4:48,CLEAR,D,D4,HIGH,2.0,1,0.56,31.7
1313,7,EVENING,5:02,CLEAR,E,E1,LOW,3.0,1,0.61,31.6
1314,7,EVENING,5:03,CLEAR,E,E1,HIGH,3.0,1,0.5,32.0
1315,7,EVENING,4:58,CLEAR,E,E2,LOW,3.0,1,0.55,32.0
1316,7,EVENING,5:00,CLEAR,E,E2,HIGH,2.0,1,0.57,30.7
1317,7,EVENING,4:55,CLEAR,E,E3,LOW,1.0,1,0.58,30.3
1318,7,EVENING,4:58,CLEAR,E,E3,HIGH,1.0,1,0.46,32.1
1319,7,EVENING,5:09,CLEAR,E,E4,LOW,3.0,1,0.58,29.9
1320,7,EVENING,5:02,CLEAR,E,E4,HIGH,3.0,1,0.47,33.8
1321,7,EVENING,4:54,CLEAR,F,F1,LOW,1.0,1,0.55,32.1
1322,7,EVENING,4:52,CLEAR,F,F1,HIGH,2.0,1,0.45,32.0
1323,7,EVENING,4:54,CLEAR,F,F2,LOW,2.0,1,0.48,32.5
1324,7,EVENING,5:01,CLEAR,F,F2,HIGH,3.0,1,0.54,31.2
1325,7,EVENING,4:52,CLEAR,F,F3,LOW,3.0,1,0.59,31.4
1326,7,EVENING,4:53,CLEAR,F,F3,HIGH,3.0,1,0.57,31.7
1327,7,EVENING,4:51,CLEAR,F,F4,LOW,1.0,1,1.0,30.6
1328,7,EVENING,4:50,CLEAR,F,F4,HIGH,3.0,1,0.56,33.1
1329,7,EVENING,5:07,CLEAR,G,G1,LOW,4.0,4,0.55,29.7
1330,7,EVENING,5:04,CLEAR,G,G1,HIGH,2.0,4,0.55,32.8
1331,7,EVENING,4:58,CLEAR,G,G2,LOW,3.0,4,0.56,29.5
1332,7,EVENING,4:56,CLEAR,G,G2,HIGH,3.0,4,0.56,31.2
1333,7,EVENING,4:56,CLEAR,G,G3,LOW,4.0,4,0.49,30.8
1334,7,EVENING,4:56,CLEAR,G,G3,HIGH,4.0,4,0.58,33.7
1335,7,EVENING,5:11,CLEAR,G,G4,LOW,3.0,4,0.48,32.3
1336,7,EVENING,5:10,CLEAR,G,G4,HIGH,4.0,4,0.67,33.6
1337,7,EVENING,4:47,CLEAR,H,H1,LOW,3.0,4,0.5,32.7
1338,7,EVENING,4:54,CLEAR,H,H1,HIGH,2.0,4,0.59,31.9
1339,7,EVENING,5:01,CLEAR,H,H2,LOW,1.0,4,0.5,33.5
1340,7,EVENING,4:55,CLEAR,H,H2,HIGH,2.0,4,0.49,32.0
1341,7,EVENING,4:49,CLEAR,H,H3,LOW,3.0,4,0.55,31.7
1342,7,EVENING,4:50,CLEAR,H,H3,HIGH,1.0,4,0.51,31.0
1343,7,EVENING,4:56,CLEAR,H,H4,LOW,2.0,4,0.52,32.3
1344,7,EVENING,4:53,CLEAR,H,H4,HIGH,1.0,4,0.5,31.7
